-200.00000000000000000000 -200.00000000000000000000    0.19893134841813178704
-198.00000000000000000000 -200.00000000000000000000    0.23644457036045263276
-196.00000000000000000000 -200.00000000000000000000    0.28403191991672971373
-194.00000000000000000000 -200.00000000000000000000    0.34155353213541789215
-192.00000000000000000000 -200.00000000000000000000    0.40799338222162956358
-190.00000000000000000000 -200.00000000000000000000    0.48200745037604281196
-188.00000000000000000000 -200.00000000000000000000    0.56229440947740305656
-186.00000000000000000000 -200.00000000000000000000    0.64775273505188513123
-184.00000000000000000000 -200.00000000000000000000    0.73750868145653503127
-182.00000000000000000000 -200.00000000000000000000    0.83088861197311525419
-180.00000000000000000000 -200.00000000000000000000    0.92737452252499574801
-178.00000000000000000000 -200.00000000000000000000    1.02655863234993249833
-176.00000000000000000000 -200.00000000000000000000    1.12810207829812059188
-174.00000000000000000000 -200.00000000000000000000    1.23169859624279531829
-172.00000000000000000000 -200.00000000000000000000    1.33704285312246806683
-170.00000000000000000000 -200.00000000000000000000    1.44380297130792678573
-168.00000000000000000000 -200.00000000000000000000    1.55159699098573433673
-166.00000000000000000000 -200.00000000000000000000    1.65997325462849243394
-164.00000000000000000000 -200.00000000000000000000    1.76839487531684613764
-162.00000000000000000000 -200.00000000000000000000    1.87622854692004792376
-160.00000000000000000000 -200.00000000000000000000    1.98273797382010674717
-158.00000000000000000000 -200.00000000000000000000    2.08708215339556746315
-156.00000000000000000000 -200.00000000000000000000    2.18831864959519073466
-154.00000000000000000000 -200.00000000000000000000    2.28541186388694184117
-152.00000000000000000000 -200.00000000000000000000    2.37724615310433140536
-150.00000000000000000000 -200.00000000000000000000    2.46264347389955995382
-148.00000000000000000000 -200.00000000000000000000    2.54038506159384169791
-146.00000000000000000000 -200.00000000000000000000    2.60923648735194291248
-144.00000000000000000000 -200.00000000000000000000    2.66797529106320219228
-142.00000000000000000000 -200.00000000000000000000    2.71542026623270693619
-140.00000000000000000000 -200.00000000000000000000    2.75046138440043952400
-138.00000000000000000000 -200.00000000000000000000    2.77208929538834292217
-136.00000000000000000000 -200.00000000000000000000    2.77942332957004811789
-134.00000000000000000000 -200.00000000000000000000    2.77173696104245870231
-132.00000000000000000000 -200.00000000000000000000    2.74847976578720931684
-130.00000000000000000000 -200.00000000000000000000    2.70929502445469916339
-128.00000000000000000000 -200.00000000000000000000    2.65403227124302842910
-126.00000000000000000000 -200.00000000000000000000    2.58275427276276658972
-124.00000000000000000000 -200.00000000000000000000    2.49573812662165428478
-122.00000000000000000000 -200.00000000000000000000    2.39347039043447118445
-120.00000000000000000000 -200.00000000000000000000    2.27663637899918391838
-118.00000000000000000000 -200.00000000000000000000    2.14610399102332216614
-116.00000000000000000000 -200.00000000000000000000    2.00290263761746523130
-114.00000000000000000000 -200.00000000000000000000    1.84819803382288894156
-112.00000000000000000000 -200.00000000000000000000    1.68326377358618750613
-110.00000000000000000000 -200.00000000000000000000    1.50945073092432457962
-108.00000000000000000000 -200.00000000000000000000    1.32815541016108551453
-106.00000000000000000000 -200.00000000000000000000    1.14078840245242729701
-104.00000000000000000000 -200.00000000000000000000    0.94874409269456916327
-102.00000000000000000000 -200.00000000000000000000    0.75337270069781947512
-100.00000000000000000000 -200.00000000000000000000    0.55595563560719485352
 -98.00000000000000000000 -200.00000000000000000000    0.35768499729071573379
 -96.00000000000000000000 -200.00000000000000000000    0.15964787887989423387
 -94.00000000000000000000 -200.00000000000000000000   -0.03718408158805044939
 -92.00000000000000000000 -200.00000000000000000000   -0.23195967666285333131
 -90.00000000000000000000 -200.00000000000000000000   -0.42394764094751113959
 -88.00000000000000000000 -200.00000000000000000000   -0.61253093847830619723
 -86.00000000000000000000 -200.00000000000000000000   -0.79719628570040323989
 -84.00000000000000000000 -200.00000000000000000000   -0.97751956872638445795
 -82.00000000000000000000 -200.00000000000000000000   -1.15314798335134693907
