-50.0 -50.0 0.4
-50.0 -48.0 0.3
-50.0 -46.0 0.1
-50.0 -44.0 -0.0
-50.0 -42.0 -0.2
-50.0 -40.0 -0.3
-50.0 -38.0 -0.5
-50.0 -36.0 -0.6
-50.0 -34.0 -0.7
-50.0 -32.0 -0.8
-50.0 -30.0 -0.8
-50.0 -28.0 -0.9
-50.0 -26.0 -0.9
-50.0 -24.0 -0.8
-50.0 -22.0 -0.7
-50.0 -20.0 -0.6
-50.0 -18.0 -0.5
-50.0 -16.0 -0.3
-50.0 -14.0 -0.1
-50.0 -12.0 0.1
-50.0 -10.0 0.3
-50.0 -8.0 0.5
-50.0 -6.0 0.6
-50.0 -4.0 0.8
-50.0 -2.0 0.9
-50.0 0.0 1.0
-50.0 2.0 1.0
-50.0 4.0 1.0
-50.0 6.0 0.9
-50.0 8.0 0.9
-50.0 10.0 0.7
-50.0 12.0 0.6
-50.0 14.0 0.4
-50.0 16.0 0.2
-50.0 18.0 0.1
-50.0 20.0 -0.1
-50.0 22.0 -0.3
-50.0 24.0 -0.5
-50.0 26.0 -0.6
-50.0 28.0 -0.7
-50.0 30.0 -0.8
-50.0 32.0 -0.8
-50.0 34.0 -0.8
-50.0 36.0 -0.8
-50.0 38.0 -0.7
-50.0 40.0 -0.7
-50.0 42.0 -0.5
-50.0 44.0 -0.4
-50.0 46.0 -0.3
-50.0 48.0 -0.1
-50.0 50.0 0.0
-48.0 -50.0 0.3
-48.0 -48.0 0.1
-48.0 -46.0 -0.0
-48.0 -44.0 -0.2
-48.0 -42.0 -0.3
-48.0 -40.0 -0.5
-48.0 -38.0 -0.6
-48.0 -36.0 -0.7
-48.0 -34.0 -0.8
-48.0 -32.0 -0.9
-48.0 -30.0 -0.9
-48.0 -28.0 -0.9
-48.0 -26.0 -0.8
-48.0 -24.0 -0.7
-48.0 -22.0 -0.6
-48.0 -20.0 -0.5
-48.0 -18.0 -0.3
-48.0 -16.0 -0.1
-48.0 -14.0 0.1
-48.0 -12.0 0.3
-48.0 -10.0 0.5
-48.0 -8.0 0.6
-48.0 -6.0 0.8
-48.0 -4.0 0.9
-48.0 -2.0 1.0
-48.0 0.0 1.0
-48.0 2.0 1.0
-48.0 4.0 1.0
-48.0 6.0 0.9
-48.0 8.0 0.8
-48.0 10.0 0.6
-48.0 12.0 0.4
-48.0 14.0 0.3
-48.0 16.0 0.1
-48.0 18.0 -0.1
-48.0 20.0 -0.3
-48.0 22.0 -0.5
-48.0 24.0 -0.6
-48.0 26.0 -0.7
-48.0 28.0 -0.8
-48.0 30.0 -0.9
-48.0 32.0 -0.9
-48.0 34.0 -0.8
-48.0 36.0 -0.8
-48.0 38.0 -0.7
-48.0 40.0 -0.6
-48.0 42.0 -0.4
-48.0 44.0 -0.3
-48.0 46.0 -0.1
-48.0 48.0 0.0
-48.0 50.0 0.1
-46.0 -50.0 0.1
-46.0 -48.0 -0.0
-46.0 -46.0 -0.2
-46.0 -44.0 -0.3
-46.0 -42.0 -0.5
-46.0 -40.0 -0.6
-46.0 -38.0 -0.7
-46.0 -36.0 -0.8
-46.0 -34.0 -0.9
-46.0 -32.0 -0.9
-46.0 -30.0 -0.9
-46.0 -28.0 -0.8
-46.0 -26.0 -0.8
-46.0 -24.0 -0.6
-46.0 -22.0 -0.5
-46.0 -20.0 -0.3
-46.0 -18.0 -0.1
-46.0 -16.0 0.1
-46.0 -14.0 0.3
-46.0 -12.0 0.5
-46.0 -10.0 0.7
-46.0 -8.0 0.8
-46.0 -6.0 1.0
-46.0 -4.0 1.0
-46.0 -2.0 1.1
-46.0 0.0 1.1
-46.0 2.0 1.0
-46.0 4.0 0.9
-46.0 6.0 0.8
-46.0 8.0 0.7
-46.0 10.0 0.5
-46.0 12.0 0.3
-46.0 14.0 0.1
-46.0 16.0 -0.1
-46.0 18.0 -0.3
-46.0 20.0 -0.5
-46.0 22.0 -0.7
-46.0 24.0 -0.8
-46.0 26.0 -0.9
-46.0 28.0 -0.9
-46.0 30.0 -0.9
-46.0 32.0 -0.9
-46.0 34.0 -0.8
-46.0 36.0 -0.7
-46.0 38.0 -0.6
-46.0 40.0 -0.5
-46.0 42.0 -0.3
-46.0 44.0 -0.2
-46.0 46.0 0.0
-46.0 48.0 0.1
-46.0 50.0 0.3
-44.0 -50.0 -0.0
-44.0 -48.0 -0.2
-44.0 -46.0 -0.3
-44.0 -44.0 -0.5
-44.0 -42.0 -0.6
-44.0 -40.0 -0.7
-44.0 -38.0 -0.8
-44.0 -36.0 -0.9
-44.0 -34.0 -0.9
-44.0 -32.0 -0.9
-44.0 -30.0 -0.8
-44.0 -28.0 -0.8
-44.0 -26.0 -0.6
-44.0 -24.0 -0.5
-44.0 -22.0 -0.3
-44.0 -20.0 -0.1
-44.0 -18.0 0.1
-44.0 -16.0 0.3
-44.0 -14.0 0.5
-44.0 -12.0 0.7
-44.0 -10.0 0.9
-44.0 -8.0 1.0
-44.0 -6.0 1.1
-44.0 -4.0 1.1
-44.0 -2.0 1.1
-44.0 0.0 1.1
-44.0 2.0 1.0
-44.0 4.0 0.9
-44.0 6.0 0.7
-44.0 8.0 0.5
-44.0 10.0 0.3
-44.0 12.0 0.1
-44.0 14.0 -0.2
-44.0 16.0 -0.4
-44.0 18.0 -0.5
-44.0 20.0 -0.7
-44.0 22.0 -0.8
-44.0 24.0 -0.9
-44.0 26.0 -1.0
-44.0 28.0 -1.0
-44.0 30.0 -0.9
-44.0 32.0 -0.9
-44.0 34.0 -0.8
-44.0 36.0 -0.6
-44.0 38.0 -0.5
-44.0 40.0 -0.3
-44.0 42.0 -0.2
-44.0 44.0 0.0
-44.0 46.0 0.2
-44.0 48.0 0.3
-44.0 50.0 0.4
-42.0 -50.0 -0.2
-42.0 -48.0 -0.3
-42.0 -46.0 -0.5
-42.0 -44.0 -0.6
-42.0 -42.0 -0.7
-42.0 -40.0 -0.8
-42.0 -38.0 -0.9
-42.0 -36.0 -0.9
-42.0 -34.0 -0.9
-42.0 -32.0 -0.9
-42.0 -30.0 -0.8
-42.0 -28.0 -0.7
-42.0 -26.0 -0.5
-42.0 -24.0 -0.3
-42.0 -22.0 -0.1
-42.0 -20.0 0.1
-42.0 -18.0 0.3
-42.0 -16.0 0.5
-42.0 -14.0 0.7
-42.0 -12.0 0.9
-42.0 -10.0 1.0
-42.0 -8.0 1.1
-42.0 -6.0 1.2
-42.0 -4.0 1.2
-42.0 -2.0 1.1
-42.0 0.0 1.0
-42.0 2.0 0.9
-42.0 4.0 0.7
-42.0 6.0 0.5
-42.0 8.0 0.3
-42.0 10.0 0.1
-42.0 12.0 -0.2
-42.0 14.0 -0.4
-42.0 16.0 -0.6
-42.0 18.0 -0.7
-42.0 20.0 -0.9
-42.0 22.0 -1.0
-42.0 24.0 -1.0
-42.0 26.0 -1.0
-42.0 28.0 -1.0
-42.0 30.0 -0.9
-42.0 32.0 -0.8
-42.0 34.0 -0.7
-42.0 36.0 -0.5
-42.0 38.0 -0.3
-42.0 40.0 -0.2
-42.0 42.0 0.0
-42.0 44.0 0.2
-42.0 46.0 0.3
-42.0 48.0 0.4
-42.0 50.0 0.5
-40.0 -50.0 -0.3
-40.0 -48.0 -0.5
-40.0 -46.0 -0.6
-40.0 -44.0 -0.7
-40.0 -42.0 -0.8
-40.0 -40.0 -0.9
-40.0 -38.0 -0.9
-40.0 -36.0 -0.9
-40.0 -34.0 -0.9
-40.0 -32.0 -0.8
-40.0 -30.0 -0.7
-40.0 -28.0 -0.5
-40.0 -26.0 -0.3
-40.0 -24.0 -0.1
-40.0 -22.0 0.1
-40.0 -20.0 0.3
-40.0 -18.0 0.5
-40.0 -16.0 0.7
-40.0 -14.0 0.9
-40.0 -12.0 1.1
-40.0 -10.0 1.2
-40.0 -8.0 1.2
-40.0 -6.0 1.2
-40.0 -4.0 1.2
-40.0 -2.0 1.1
-40.0 0.0 0.9
-40.0 2.0 0.8
-40.0 4.0 0.6
-40.0 6.0 0.3
-40.0 8.0 0.1
-40.0 10.0 -0.2
-40.0 12.0 -0.4
-40.0 14.0 -0.6
-40.0 16.0 -0.8
-40.0 18.0 -0.9
-40.0 20.0 -1.0
-40.0 22.0 -1.1
-40.0 24.0 -1.1
-40.0 26.0 -1.0
-40.0 28.0 -1.0
-40.0 30.0 -0.8
-40.0 32.0 -0.7
-40.0 34.0 -0.5
-40.0 36.0 -0.4
-40.0 38.0 -0.2
-40.0 40.0 0.0
-40.0 42.0 0.2
-40.0 44.0 0.3
-40.0 46.0 0.5
-40.0 48.0 0.6
-40.0 50.0 0.7
-38.0 -50.0 -0.5
-38.0 -48.0 -0.6
-38.0 -46.0 -0.7
-38.0 -44.0 -0.8
-38.0 -42.0 -0.9
-38.0 -40.0 -0.9
-38.0 -38.0 -0.9
-38.0 -36.0 -0.9
-38.0 -34.0 -0.8
-38.0 -32.0 -0.7
-38.0 -30.0 -0.5
-38.0 -28.0 -0.3
-38.0 -26.0 -0.1
-38.0 -24.0 0.1
-38.0 -22.0 0.3
-38.0 -20.0 0.5
-38.0 -18.0 0.8
-38.0 -16.0 0.9
-38.0 -14.0 1.1
-38.0 -12.0 1.2
-38.0 -10.0 1.3
-38.0 -8.0 1.3
-38.0 -6.0 1.2
-38.0 -4.0 1.1
-38.0 -2.0 1.0
-38.0 0.0 0.8
-38.0 2.0 0.6
-38.0 4.0 0.3
-38.0 6.0 0.1
-38.0 8.0 -0.2
-38.0 10.0 -0.4
-38.0 12.0 -0.6
-38.0 14.0 -0.8
-38.0 16.0 -1.0
-38.0 18.0 -1.1
-38.0 20.0 -1.1
-38.0 22.0 -1.1
-38.0 24.0 -1.1
-38.0 26.0 -1.0
-38.0 28.0 -0.9
-38.0 30.0 -0.7
-38.0 32.0 -0.6
-38.0 34.0 -0.4
-38.0 36.0 -0.2
-38.0 38.0 0.0
-38.0 40.0 0.2
-38.0 42.0 0.3
